nome_do_anuncio,nome_do_conjunto_de_anuncios,identificacao_da_campanha,veiculacao_do_anuncio,alcance,impressoes,frequencia,tipo_de_resultado,resultados,custo_por_resultado,valor_gasto_brl,cpm_custo_por_1_000_impressoes,cliques_no_link,cpc_custo_por_clique_no_link,ctr_taxa_de_cliques_no_link,inicio_dos_relatorios,termino_dos_relatorios,termino
"Publicação: """"Veja como é simples usar o aplicativo Tá de Pé e...""""","Publicação: """"Veja como é simples usar o aplicativo Tá de Pé e...""""",23842612304580620,not_delivering,6773,7257,1.071460209656,Envolvimento com a publicação,1837,0.041535111594992,76.3,10.5139865,1,76.3,0.013779798814937,2017-08-13,2019-02-15,
Tráfego - Atraso na entrega da escola. Diga Não!,Atraso na entrega da escola. Diga não!,23842627074040620,not_delivering,11986,13295,1.1092107458702,Cliques no link,5,10,50,3.76081234,5,10,0.037608123354645,2017-08-13,2019-02-15,43008
Matéria O Globo - RJ Face e Instagram,Materia O Globo - Publico RJ,23842623269570620,not_delivering,1553,1693,1.0901481004507,Envolvimento com a publicação,588,0.085034013605442,50,29.53337271,8,6.25,0.47253396337862,2017-08-13,2019-02-15,42999
"Tráfego - Professor, dê uma aula de cidadania.","Trafego - Professor,  dê uma aula de cidadania.",23842626009220620,not_delivering,15675,18537,1.1825837320574,Cliques no link,7,7.1428571428571,50,2.69730809,7,7.14285714,0.037762313211415,2017-08-13,2019-02-15,43007
"Publicação: """"Baixe no seu celular Android e faça valer os seus direitos: https://goo.gl/qnHbXF Agora a tecnol..."""" - Envolvimento","Aluno, você pode mudar essa história.",23842630298920620,not_delivering,3471,3961,1.1411696917315,Envolvimento com a publicação,833,0.060024009603842,50,12.62307498,5,10,0.12623074981065,2017-08-13,2019-02-15,
GIF Unidade Proinfância Jardim das Américas em Goioerê - PR,Unidade Proinfância Jardim das Américas em Goioerê - PR,23842632447590620,not_delivering,25277,27324,1.080982711556,Envolvimento com a publicação,9656,0.0051781275890638,50,1.82989313,2,25,0.0073195725369638,2017-08-13,2019-02-15,43017
Depoimento - Elizabete Tá no Pé!,Depoimento - Elizabete Tá no Pé,23842628901460620,not_delivering,2893,3296,1.1393017628759,Envolvimento com a publicação,636,0.078616352201258,50,15.16990291,4,12.5,0.12135922330097,2017-08-13,2019-02-15,43010
Instalações - Maranhão,Instalações - Maranhão,23842646048470620,not_delivering,5825,8739,1.5002575107296,Instalações do aplicativo para celular,16,3.031875,48.51,5.55097837,293,0.16556314,3.3527863599954,2017-08-13,2019-02-15,43069
"Publicação: """"A obra desta creche em Novo Oriente (MG) está paralisada há 10 meses e não tem previsão para ent..."""" - Envolvimento",Novo Oriente de Minas - 18+,23842642288150620,not_delivering,1601,1939,1.211118051218,Envolvimento com a publicação,315,0.098412698412698,31,15.98762249,11,2.81818182,0.56730273336772,2017-08-13,2019-02-15,
Anúncio padrão,Conjunto de anúncios A — Público Educadores,23842854032960620,not_delivering,2331,2516,1.0793650793651,Instalações do aplicativo para celular,7,3.4428571428571,24.1,9.57869634,18,1.33888889,0.7154213036566,2017-08-13,2019-02-15,43262
Anúncio padrão,Conjunto de anúncios A — Público Educadores,23842854032960620,not_delivering,2331,2516,1.0793650793651,Instalações do aplicativo para celular,7,3.4428571428571,24.1,9.57869634,18,1.33888889,0.7154213036566,2017-08-13,2019-02-15,43262
Anúncio padrão,Conjunto de anúncios A — Público Educadores,23842854032960620,not_delivering,2331,2516,1.0793650793651,Instalações do aplicativo para celular,7,3.4428571428571,24.1,9.57869634,18,1.33888889,0.7154213036566,2017-08-13,2019-02-15,43262
Anúncio padrão,Conjunto de anúncios A — Público Educadores,23842854032960620,not_delivering,2331,2516,1.0793650793651,Instalações do aplicativo para celular,7,3.4428571428571,24.1,9.57869634,18,1.33888889,0.7154213036566,2017-08-13,2019-02-15,43262
Anúncio padrão,Conjunto de anúncios B — Tá de Pé fase 2,23842854032960620,not_delivering,2015,2343,1.1627791563275,Instalações do aplicativo para celular,9,2.6511111111111,23.86,10.18352539,22,1.08454545,0.93896713615023,2017-08-13,2019-02-15,43262
Anúncio padrão,Conjunto de anúncios B — Tá de Pé fase 2,23842854032960620,not_delivering,2015,2343,1.1627791563275,Instalações do aplicativo para celular,9,2.6511111111111,23.86,10.18352539,22,1.08454545,0.93896713615023,2017-08-13,2019-02-15,43262
Anúncio padrão,Conjunto de anúncios B — Tá de Pé fase 2,23842854032960620,not_delivering,2015,2343,1.1627791563275,Instalações do aplicativo para celular,9,2.6511111111111,23.86,10.18352539,22,1.08454545,0.93896713615023,2017-08-13,2019-02-15,43262
Anúncio padrão,Conjunto de anúncios B — Tá de Pé fase 2,23842854032960620,not_delivering,2015,2343,1.1627791563275,Instalações do aplicativo para celular,9,2.6511111111111,23.86,10.18352539,22,1.08454545,0.93896713615023,2017-08-13,2019-02-15,43262
Vídeo Instalações do App - Android,Vídeo Instalações App,23842733635750620,inactive,2075,2526,1.2173493975904,Instalações do aplicativo para celular,4,4.9275,19.71,7.80285036,11,1.79181818,0.43547110055424,2017-08-13,2019-02-15,43169
"Publicação: """"Dinheiro público não nasce em árvore, por isso, a...""""","Publicação: """"Dinheiro público não nasce em árvore, por isso, a...""""",23842607383810620,archived,1396,1411,1.0107449856734,Envolvimento com a publicação,310,0.060774193548387,18.84,13.35223246,2,9.42,0.1417434443657,2017-08-13,2019-02-15,
Anúncio padrão,Conjunto de anúncios B — Público Mães,23842854021130620,not_delivering,1012,1076,1.0632411067194,Instalações do aplicativo para celular,1,13,13,12.08178439,8,1.625,0.74349442379182,2017-08-13,2019-02-15,43262
Anúncio padrão,Conjunto de anúncios B — Público Mães,23842854021130620,not_delivering,1012,1076,1.0632411067194,Instalações do aplicativo para celular,1,13,13,12.08178439,8,1.625,0.74349442379182,2017-08-13,2019-02-15,43262
Anúncio padrão,Conjunto de anúncios B — Público Mães,23842854021130620,not_delivering,1012,1076,1.0632411067194,Instalações do aplicativo para celular,1,13,13,12.08178439,8,1.625,0.74349442379182,2017-08-13,2019-02-15,43262
Anúncio padrão,Conjunto de anúncios B — Público Mães,23842854021130620,not_delivering,1012,1076,1.0632411067194,Instalações do aplicativo para celular,1,13,13,12.08178439,8,1.625,0.74349442379182,2017-08-13,2019-02-15,43262
Anúncio padrão,Conjunto de anúncios A — Público Jovens 18 a 35,23842854021130620,not_delivering,898,936,1.0423162583519,Instalações do aplicativo para celular,,,8.07,8.62179487,4,2.0175,0.42735042735043,2017-08-13,2019-02-15,43262
Anúncio padrão,Conjunto de anúncios A — Público Jovens 18 a 35,23842854021130620,not_delivering,898,936,1.0423162583519,Instalações do aplicativo para celular,,,8.07,8.62179487,4,2.0175,0.42735042735043,2017-08-13,2019-02-15,43262
Anúncio padrão,Conjunto de anúncios A — Público Jovens 18 a 35,23842854021130620,not_delivering,898,936,1.0423162583519,Instalações do aplicativo para celular,,,8.07,8.62179487,4,2.0175,0.42735042735043,2017-08-13,2019-02-15,43262
Anúncio padrão,Conjunto de anúncios A — Público Jovens 18 a 35,23842854021130620,not_delivering,898,936,1.0423162583519,Instalações do aplicativo para celular,,,8.07,8.62179487,4,2.0175,0.42735042735043,2017-08-13,2019-02-15,43262
Depoimento 1 Hortencia,Depoimento 1,23842623843730620,archived,102,105,1.0294117647059,Envolvimento com a publicação,46,0.052608695652174,2.42,23.04761905,,,,2017-08-13,2019-02-15,43000
Default Name - Instalações do aplicativo,BR - 18+,23842605932580620,archived,56,56,1,"",,,0.19,3.39285714,,,,2017-08-13,2019-02-15,42978
Default Name - Instalações do aplicativo,BR - 18+,23842605932580620,archived,56,56,1,"",,,0.19,3.39285714,,,,2017-08-13,2019-02-15,43145
Default Name - Instalações do aplicativo,BR - 18+,23842605932580620,archived,56,56,1,"",,,0.19,3.39285714,,,,2017-08-13,2019-02-15,43145
Default Name - Instalações do aplicativo,BR - 18+,23842605932580620,archived,56,56,1,"",,,0.19,3.39285714,,,,2017-08-13,2019-02-15,43145
Default Name - Instalações do aplicativo,BR - 18+,23842605932580620,archived,56,56,1,"",,,0.19,3.39285714,,,,2017-08-13,2019-02-15,43145
Default Name - Instalações do aplicativo,BR - 18+,23842605932580620,archived,56,56,1,"",,,0.19,3.39285714,,,,2017-08-13,2019-02-15,43145
Default Name - Instalações do aplicativo,BR - 18+,23842605932580620,archived,56,56,1,"",,,0.19,3.39285714,,,,2017-08-13,2019-02-15,43169
Default Name - Instalações do aplicativo,BR - 18+,23842605932580620,archived,56,56,1,"",,,0.19,3.39285714,,,,2017-08-13,2019-02-15,43176
"Publicação: """"Conheça o APP que fiscaliza e cobra as obras de...""""","Publicação: """"Conheça o APP que fiscaliza e cobra as obras de...""""",23842607310870620,archived,48,48,1,Cliques no link,,,0.09,1.875,,,,2017-08-13,2019-02-15,
